name	eff-length	est_frags
ENST00000637991.1	2199.0	1.1199581375443677e-06
ENST00000636691.1	2272.0	1.0631571816692384e-06
ENST00000637528.1	2015.0	1.2530247306204241e-06
ENST00000637922.1	2097.0	1.1907352516758492e-06
ENST00000637609.1	4781.0	5.341272725631075e-07
ENST00000636171.1	2083.0	1.309167569188341e-06
ENST00000636701.1	1958.0	8.955436817711115e-07
ENST00000636050.1	2346.0	1.0051283446025594e-06
ENST00000638069.1	2868.0	8.117621388460278e-07
ENST00000636160.1	2128.0	1.065016557543993e-06
ENST00000637343.1	3471.0	3.7319635633095467e-07
ENST00000636563.1	1691.0	9.278695756505978e-07
ENST00000637244.1	2951.0	8.332066946257262e-07
ENST00000637014.1	2426.0	5.151261157787448e-07
ENST00000637857.1	2385.0	5.21167702358387e-07
ENST00000518746.2	3670.0	2.937309492069392e-07
ENST00000635756.1	1389.0	1.1718069342976744e-06
ENST00000638028.1	2193.0	6.313009909513462e-07
ENST00000636577.1	1929.0	1.3795254791809695e-06
ENST00000637095.1	1848.0	1.062738825497585e-06
ENST00000636494.1	1775.0	9.77345982524254e-07
ENST00000637636.1	2018.0	1.0446055350525762e-06
ENST00000637429.1	2358.0	8.257290032153261e-07
ENST00000637013.1	2449.0	7.806262332568774e-07
ENST00000637484.1	2104.0	9.798846611989728e-07
ENST00000636128.1	1408.0	1.6129037901798292e-06
ENST00000635944.1	1760.0	1.2253207656219223e-06
ENST00000635998.1	1645.0	1.2351427393077713e-06
ENST00000636920.1	1789.0	1.1950135483613095e-06
ENST00000636033.1	1740.0	1.1837061041585306e-06
ENST00000636997.1	1574.0	1.1414259808004087e-06
ENST00000636815.1	1524.0	9.500136685229832e-07
ENST00000636455.1	1577.0	9.648853771327375e-07
ENST00000314146.10	1490.0	6.465945091176941e-07
ENST00000519468.5	546.0	1.9456294584386944e-06
ENST00000521542.2	1669.0	4.1178333649586975e-27
ENST00000517409.2	540.0	6.801267640680675e-08
ENST00000519545.6	571.0	1.578943229079098e-06
ENST00000636719.1	327.0	1.2076784187922903e-07
ENST00000637718.1	462.0	2.1915904508799412e-06
ENST00000636299.1	343.0	6.760426963608098e-07
ENST00000637603.1	379.0	2.8225658710339023e-06
ENST00000523593.6	386.0	2.427975752343488e-06
ENST00000636823.1	371.0	2.4147274677274104e-06
ENST00000635769.1	375.0	1.8242467000774699e-06
ENST00000523744.2	5540.0	8.111136532682457e-08
ENST00000636435.1	4411.0	2.5532295297992e-07
ENST00000637638.1	499.0	2.3416327516306335e-06
ENST00000636828.1	3165.0	2.969288088423243e-07
ENST00000637202.1	1434.0	4.834848719234878e-07
ENST00000636715.1	825.0	8.432065164371764e-07
ENST00000518087.7	718.0	2.2486098923171857e-06
ENST00000637561.1	729.0	3.047164854516485e-06
ENST00000636537.1	856.0	1.6874906526821518e-06
ENST00000637872.1	686.0	2.403206785062743e-06
ENST00000637805.1	580.0	2.3939487971080653e-06
ENST00000636269.1	485.0	2.6993724391198048e-06
ENST00000637792.1	381.0	4.003421513943861e-07
ENST00000637898.1	464.0	1.046032409951413e-06
ENST00000637536.1	362.0	7.270450685178525e-07
ENST00000637946.1	713.0	3.789444805389958e-14
ENST00000499554.6	852.0	8.830129092933238e-32
ENST00000517431.1	919.0	1.3347648140850207e-18
ENST00000615573.4	5643.0	0.0
ENST00000518315.5	1606.0	0.0
ENST00000520920.5	361.0	0.0
ENST00000454498.6	4032.0	0.0
ENST00000397998.7	3762.0	0.0
ENST00000519222.5	2152.0	0.0
ENST00000522081.1	2133.0	1.905312159882492e-18
ENST00000522701.5	359.0	0.0
ENST00000522513.5	752.0	0.0
ENST00000517841.1	203.0	1.8493300071831664e-20
ENST00000433566.8	4319.0	0.0
ENST00000381530.9	725.0	0.0
ENST00000519959.1	378.0	0.0
ENST00000477614.1	387.0	3.9220618508062183e-10
ENST00000354870.5	3789.0	0.0
ENST00000397802.8	5294.0	7.792120234926788e-23
ENST00000356766.10	4928.0	1.3691374184832213e-08
ENST00000521356.5	3288.0	2.0806688082851792e-08
ENST00000519884.1	1062.0	7.001285938898e-08
ENST00000520563.3	256.0	0.0
ENST00000517384.1	385.0	0.0
ENST00000456545.5	557.0	0.0
ENST00000276416.10	1635.0	0.0
ENST00000523627.1	370.0	0.0
ENST00000519624.1	92.0	0.0
ENST00000523884.1	271.0	7.360894999983175e-13
ENST00000519685.5	3305.0	0.0
ENST00000523752.5	3128.0	3.4773626767632694e-13
ENST00000276431.8	3946.0	1.2919827124332258e-12
ENST00000500853.1	1770.0	2.8470579458607676e-16
ENST00000518472.1	525.0	5.791540079988298e-21
ENST00000519692.1	4174.0	2.7500042131729156e-32
ENST00000358689.8	5661.0	2.871740256701594e-11
ENST00000522255.1	731.0	1.1035255066146701e-10
ENST00000519973.5	4623.0	1.6101847823309256e-14
ENST00000603184.1	30.0	7.10435909856399e-25
ENST00000523700.5	369.0	0.0
ENST00000444569.5	5135.0	4.375240046519458e-21
ENST00000521405.1	1636.0	1.2384610856956004e-13
ENST00000519665.5	1928.0	0.0
ENST00000517825.1	2305.0	8.661302274259144e-14
ENST00000523925.5	329.0	0.0
ENST00000519636.5	375.0	0.0
ENST00000518208.1	1290.0	0.0
ENST00000518031.1	368.0	0.0
ENST00000522362.6	4765.0	5.763778413576279e-14
ENST00000523244.5	425.0	0.0
ENST00000493789.6	362.0	0.0
ENST00000524123.1	595.0	4.124190924475068e-31
ENST00000380586.5	2104.0	5.937126480767406e-19
ENST00000519096.5	1892.0	6.602385896160896e-19
ENST00000617126.1	61.0	0.0
ENST00000517322.1	1083.0	1.5182319548217662e-07
ENST00000519997.5	1423.0	0.0
ENST00000522338.5	339.0	0.0
ENST00000521780.5	1838.0	0.0
ENST00000519843.1	281.0	0.0
ENST00000305188.12	3722.0	4.3124007220993555e-11
ENST00000524293.1	3605.0	2.2398527746741202e-11
ENST00000413272.6	3687.0	2.6914842888881983e-16
ENST00000520270.5	345.0	2.1323668286900904e-07
ENST00000521015.5	2958.0	1.5249421881188459e-07
ENST00000521570.5	456.0	2.973897461858266e-07
ENST00000256398.12	3252.0	1.6648692563583957e-07
ENST00000380353.8	2878.0	1.395242419533291e-07
ENST00000537665.2	2853.0	1.2542600489844702e-07
ENST00000523687.5	1723.0	7.621572095206546e-08
ENST00000523760.5	679.0	2.1808461329952404e-07
ENST00000524103.5	1714.0	1.1425853081945447e-07
ENST00000518112.5	1859.0	8.234612167361722e-08
ENST00000519261.5	1724.0	8.77018179778772e-08
ENST00000521938.5	804.0	9.712789884211455e-08
ENST00000520288.5	366.0	2.458504105113278e-07
ENST00000521099.1	345.0	1.6542387228894387e-07
ENST00000522063.1	363.0	1.0687496883649326e-07
ENST00000520110.5	579.0	6.293831639328006e-08
ENST00000505195.1	736.0	0.0
ENST00000517459.1	31.0	0.0
ENST00000519471.2	198.0	0.0
ENST00000537916.2	13540.0	1.3445408644164436e-17
ENST00000240093.7	13536.0	1.2714617473887299e-20
ENST00000454906.6	339.0	2.383004609877594e-10
ENST00000521473.5	401.0	0.0
ENST00000523271.1	8057.0	1.257537920203585e-15
ENST00000520679.1	346.0	0.0
ENST00000501224.3	3491.0	1.5952383923006263e-23
ENST00000520023.1	580.0	1.3925373429156962e-10
ENST00000523303.5	2378.0	8.930783149740175e-07
ENST00000521022.5	2344.0	9.147732740220749e-07
ENST00000416984.6	2559.0	6.639459029919939e-07
ENST00000521777.5	2230.0	9.863269855399862e-07
ENST00000517383.1	486.0	6.335341141239431e-07
ENST00000522363.5	1845.0	7.640946491696505e-07
ENST00000520316.5	492.0	1.7208154144159514e-07
ENST00000519578.1	378.0	2.3632186272039738e-07
ENST00000520005.1	388.0	9.894001142820993e-08
ENST00000521070.1	482.0	1.2366669083147085e-08
ENST00000522074.1	518.0	2.844841608421428e-07
ENST00000520983.5	954.0	1.003281431498459e-06
ENST00000523436.5	729.0	1.0059912464740587e-06
ENST00000518510.5	556.0	1.1345921127783548e-06
ENST00000524081.5	468.0	1.2101082743831253e-06
ENST00000523076.1	114.0	1.191200297782267e-07
ENST00000520437.1	216.0	4.979603450464321e-07
ENST00000520184.1	359.0	1.1844635950999878e-06
ENST00000520831.1	298.0	3.214323249564699e-07
ENST00000522158.1	2780.0	2.90460317291269e-11
ENST00000519466.1	375.0	1.3386946905666205e-17
ENST00000519830.1	340.0	4.186300273738433e-21
ENST00000518744.1	117.0	0.0
ENST00000518096.1	1446.0	0.0
ENST00000522833.5	552.0	1.422331735745747e-16
ENST00000518445.1	226.0	0.0
ENST00000546342.5	1282.0	0.0
ENST00000523743.1	92.0	0.0
ENST00000520767.5	1423.0	0.0
ENST00000519356.1	1471.0	3.313495844870062e-07
ENST00000613904.1	2316.0	6.47832448389163e-07
ENST00000360742.9	2042.0	6.734051438582781e-07
ENST00000431156.6	2163.0	6.196794456811294e-07
ENST00000520636.5	1388.0	1.2023683082935375e-06
ENST00000523305.1	285.0	3.4030188603705103e-07
ENST00000360128.10	3791.0	2.059351482000734e-07
ENST00000520763.5	369.0	1.0482835802061307e-07
ENST00000518389.1	672.0	1.1677333500563571e-07
ENST00000519573.1	8.0	8.784982968076637e-32
ENST00000519384.1	109.0	3.360258395018925e-17
ENST00000521541.1	461.0	0.0
ENST00000468681.1	544.0	3.825214376987482e-21
ENST00000523748.1	378.0	0.0
ENST00000510120.3	355.0	1.5787483060978741e-25
ENST00000523647.1	44.0	4.9191362164406764e-20
ENST00000276461.9	5873.0	9.48233820458018e-24
ENST00000518586.5	2423.0	0.0
ENST00000519638.1	1518.0	0.0
ENST00000287263.8	6053.0	1.6351131397777319e-16
ENST00000330843.8	7611.0	1.3003954051731407e-16
ENST00000524118.1	1759.0	2.8203200474993026e-16
ENST00000605620.1	104.0	0.0
ENST00000563059.1	711.0	5.142881543072191e-15
ENST00000520079.1	1919.0	6.392162150355415e-19
ENST00000311351.8	947.0	1.2590159430034165e-07
ENST00000522515.5	1368.0	5.3818570116788766e-08
ENST00000520286.5	576.0	2.9490562714430064e-07
ENST00000523511.1	500.0	7.41321439297855e-08
ENST00000432471.6	1743.0	3.4567469451595826e-12
ENST00000287322.4	4253.0	9.60454640699987e-17
ENST00000527834.5	368.0	2.4076119397597014e-07
ENST00000397166.6	4721.0	2.733860077386919e-07
ENST00000533100.5	483.0	2.9031197989019837e-07
ENST00000519857.5	1468.0	1.055263363148639e-07
ENST00000526237.5	497.0	5.59640460537196e-07
ENST00000526370.1	375.0	1.029279308805797e-07
ENST00000528358.5	400.0	2.192567051679155e-07
ENST00000529642.1	158.0	2.975392873956446e-07
ENST00000532222.5	496.0	2.913299584547666e-07
ENST00000520272.6	4332.0	3.203306492313481e-07
ENST00000527415.5	924.0	3.853155997090739e-08
ENST00000528888.5	661.0	5.732624951889498e-12
ENST00000528504.5	630.0	3.274434077928055e-07
ENST00000517385.5	3913.0	2.5516021602354503e-07
ENST00000529845.5	745.0	3.217348618726913e-07
ENST00000520176.5	2965.0	8.453044911420855e-08
ENST00000528148.1	66.0	9.55783087225426e-07
ENST00000526144.1	574.0	3.5704301682817514e-07
ENST00000524545.1	499.0	1.6731395492014815e-07
ENST00000528613.1	404.0	9.444181650101608e-08
ENST00000526071.1	159.0	0.0
ENST00000527758.1	218.0	0.0
ENST00000317025.12	10576.0	1.029720062624024e-13
ENST00000519476.6	2040.0	1.4904698735263861e-21
ENST00000379957.8	1673.0	0.0
ENST00000425967.7	5175.0	0.0
ENST00000488192.1	1118.0	2.015304490368839e-20
ENST00000358138.1	2050.0	1.4831992887774769e-21
ENST00000437935.2	1327.0	2.277857822003817e-21
ENST00000519416.5	5310.0	2.5084374548161947e-06
ENST00000520615.5	5309.0	2.5689149149491718e-06
ENST00000520340.5	1776.0	3.3520106738360896e-06
ENST00000518415.5	2811.0	2.66120723288491e-06
ENST00000521642.5	293.0	2.5349950918851227e-07
ENST00000521050.5	291.0	2.5574032410089337e-07
ENST00000522904.5	1524.0	3.567781855123447e-06
ENST00000522752.5	744.0	1.2739980142357295e-06
ENST00000524354.5	276.0	1.3399013450426384e-06
ENST00000522544.5	172.0	2.9842422559128633e-06
ENST00000523239.5	319.0	3.5722743470261423e-06
ENST00000317827.8	7602.0	2.2456104243446283e-06
ENST00000276520.12	6313.0	1.971661329553464e-06
ENST00000521528.6	456.0	4.099472015212876e-06
ENST00000520973.5	2364.0	3.927006280457098e-06
ENST00000521935.5	767.0	4.291377419321574e-06
ENST00000523834.1	389.0	1.6394629702063712e-06
ENST00000521154.1	360.0	4.318404259025559e-07
ENST00000524193.1	485.0	2.8911284433206525e-06
ENST00000522955.5	2068.0	1.5550459806300283e-06
ENST00000521866.5	1607.0	3.1951443173745625e-06
ENST00000518809.5	3916.0	2.214878444015416e-06
ENST00000520611.1	1350.0	3.3151383923817215e-06
ENST00000519093.5	6247.0	1.5579998627877195e-06
ENST00000521568.1	453.0	1.8480917745984575e-06
ENST00000522548.1	479.0	1.6404388316592105e-06
ENST00000459965.2	187.0	9.083560442979452e-13
ENST00000521746.5	1927.0	3.911152622858674e-24
ENST00000617275.4	5382.0	2.668391991709165e-21
ENST00000616834.1	3394.0	2.4404449524281924e-21
ENST00000518939.1	469.0	2.1692749416700368e-26
ENST00000456397.6	3063.0	0.0
ENST00000468065.5	3555.0	0.0
ENST00000636921.1	234.0	0.0
ENST00000424066.2	942.0	0.0
ENST00000518393.1	107.0	9.65518376650483e-24
ENST00000521358.1	15.0	0.0
ENST00000522970.1	405.0	0.0
ENST00000343295.8	4064.0	1.04053160312164e-15
ENST00000459126.1	4.0	0.0
ENST00000523128.1	309.0	0.0
ENST00000276533.3	3641.0	1.7212464303946873e-30
ENST00000520354.5	635.0	9.869383075696156e-30
ENST00000520710.5	1822.0	3.452928421398023e-16
ENST00000518671.5	958.0	6.541814460404026e-30
ENST00000523277.6	3673.0	1.7062505453490494e-30
ENST00000518430.1	315.0	1.989542142824005e-29
ENST00000578500.1	684.0	0.0
ENST00000522231.5	860.0	0.0
ENST00000645531.1	1812.0	0.0
ENST00000563810.1	1570.0	9.097213968191563e-16
ENST00000518421.5	3469.0	4.739182945854109e-07
ENST00000174653.3	3461.0	4.7544184794830506e-07
ENST00000517865.5	2578.0	5.5918608300189363e-08
ENST00000396926.7	3345.0	4.985920476461479e-07
ENST00000520685.1	278.0	3.525708510282667e-07
ENST00000521280.5	766.0	4.0031545558998693e-07
ENST00000530375.5	1012.0	2.1644091955332594e-07
ENST00000522288.5	374.0	1.0323493934219394e-07
ENST00000517922.5	894.0	1.9124243826180736e-07
ENST00000523249.1	451.0	8.334645888366722e-08
ENST00000517499.5	402.0	9.498261986729066e-08
ENST00000521899.1	400.0	2.1975646294064915e-07
ENST00000522320.1	346.0	2.644375651824255e-07
ENST00000522606.5	262.0	1.5737499244215185e-07
ENST00000520689.1	487.0	4.196404671944006e-07
ENST00000521647.1	3262.0	1.2323075460530038e-08
ENST00000629753.1	3869.0	0.0
ENST00000519733.5	327.0	0.0
ENST00000520835.5	2203.0	0.0
ENST00000521661.5	1996.0	0.0
ENST00000523599.1	1395.0	5.774453281730315e-11
ENST00000522103.3	1375.0	0.0
ENST00000519094.5	361.0	0.0
ENST00000522610.5	1141.0	0.0
ENST00000523465.1	449.0	3.657856804416217e-10
ENST00000520179.5	2084.0	0.0
ENST00000529505.1	720.0	0.0
ENST00000534961.5	3916.0	3.7670438737869814e-13
ENST00000527424.5	3680.0	4.00862624452768e-13
ENST00000240159.8	1823.0	8.092022825310049e-13
ENST00000307602.8	14198.0	3.099433760377294e-10
ENST00000524839.1	358.0	0.0
ENST00000534420.1	423.0	3.699143577775323e-06
ENST00000533559.5	229.0	1.2733287558816785e-06
ENST00000302279.7	1640.0	2.081011548973791e-06
ENST00000526755.5	4476.0	3.944756063978962e-07
ENST00000527153.5	382.0	3.327264365038466e-06
ENST00000533383.5	782.0	3.1981955967367025e-06
ENST00000533998.5	381.0	1.050423250714049e-06
ENST00000524546.5	550.0	1.8133439260265642e-06
ENST00000531266.5	390.0	2.3852851164962017e-06
ENST00000533368.1	334.0	3.8766192995354045e-06
ENST00000525699.5	316.0	2.1577611827928126e-06
ENST00000529687.5	1750.0	1.173261996388089e-06
ENST00000533336.1	674.0	3.706611709215738e-06
ENST00000525099.1	7127.0	1.0281912950108115e-07
ENST00000528400.1	401.0	1.2663364558680163e-06
ENST00000518991.5	364.0	0.0
ENST00000331373.9	1665.0	3.0499999401565365e-26
ENST00000520704.1	1251.0	9.17547368967526e-32
ENST00000521576.1	2132.0	1.0271281954659997e-10
ENST00000517873.2	1942.0	4.297561103995395e-07
ENST00000522436.1	146.0	0.0
ENST00000521214.5	3377.0	8.510328953276639e-22
ENST00000508013.3	579.0	5.011442473719694e-06
ENST00000517810.1	263.0	1.890987534871525e-15
ENST00000518680.1	662.0	4.592988734127201e-21
ENST00000518360.5	535.0	2.7573495288113335e-12
ENST00000520809.1	2250.0	3.264256878214556e-14
ENST00000516901.1	5.0	0.0
ENST00000612086.1	5.0	0.0
ENST00000622926.1	2699.0	0.0
ENST00000522575.1	2172.0	0.0
ENST00000520120.1	26.0	0.0
ENST00000647073.1	2903.0	6.435355616512583e-27
ENST00000643809.1	1282.0	0.0
ENST00000544451.2	3497.0	1.667864678750795e-07
ENST00000360540.9	4052.0	1.6400826904551269e-07
ENST00000519559.1	1004.0	4.009658797989486e-07
ENST00000522514.5	1087.0	3.6349039400654527e-07
ENST00000519554.5	614.0	2.223752777977829e-07
ENST00000521344.1	1512.0	4.697874992494664e-08
ENST00000521046.1	656.0	1.2033444978474708e-07
ENST00000520357.1	375.0	2.148776931620152e-10
ENST00000521824.5	3670.0	0.0
ENST00000520279.5	464.0	0.0
ENST00000435644.6	6414.0	0.0
ENST00000517963.1	351.0	0.0
ENST00000524425.1	626.0	1.2903145005132603e-10
ENST00000612786.4	4996.0	0.0
ENST00000265572.7	4814.0	6.316075076846327e-22
ENST00000471393.1	278.0	0.0
ENST00000512867.2	1956.0	2.425567338606898e-07
ENST00000517688.1	20.0	2.939466177240138e-15
ENST00000523280.1	1234.0	0.0
ENST00000565668.2	240.0	0.0
ENST00000519926.5	657.0	1.8882181309670308e-17
ENST00000603133.1	167.0	0.0
ENST00000518383.1	299.0	2.6952830079689606e-10
ENST00000327381.6	19680.0	3.051223177744244e-14
ENST00000518261.1	665.0	0.0
ENST00000617977.1	4312.0	1.628878515452877e-10
ENST00000523180.5	310.0	1.3340778381130484e-14
ENST00000520220.6	5608.0	5.945751279061879e-19
ENST00000519807.5	1626.0	2.095552241752679e-08
ENST00000311923.1	841.0	0.0
ENST00000517636.5	336.0	0.0
ENST00000522166.1	2957.0	1.6859838284533802e-16
ENST00000518944.1	382.0	0.0
ENST00000522671.1	1788.0	0.0
ENST00000518662.5	2443.0	6.66116040882906e-18
ENST00000464216.1	203.0	1.6926145024827655e-14
ENST00000460682.1	94.0	9.290131108751485e-15
ENST00000262644.8	6999.0	1.0493577655670885e-14
ENST00000518556.5	273.0	0.0
ENST00000522622.1	2771.0	1.7858732280425615e-16
ENST00000519981.5	1490.0	0.0
ENST00000399598.6	4868.0	1.2492023590771678e-21
ENST00000523982.5	362.0	0.0
ENST00000519227.1	383.0	0.0
ENST00000518011.1	351.0	0.0
ENST00000517898.1	906.0	0.0
ENST00000506428.1	2244.0	0.0
ENST00000476425.2	273.0	3.0051811587089614e-31
ENST00000526470.1	3364.0	9.860859611873492e-09
ENST00000529239.1	1967.0	1.0200039103472359e-13
ENST00000525556.1	659.0	6.256002864005223e-15
ENST00000524095.5	509.0	8.100487328701928e-19
ENST00000523897.5	671.0	1.8371647064391894e-18
ENST00000524309.1	350.0	8.467305377025877e-11
ENST00000523386.1	1206.0	3.789068002485825e-20
ENST00000617952.4	220.0	0.0
ENST00000521221.5	1562.0	0.0
ENST00000522265.5	362.0	0.0
ENST00000518739.1	3022.0	0.0
ENST00000519550.1	3512.0	8.657626828000637e-22
ENST00000517809.1	220.0	0.0
ENST00000523769.1	199.0	0.0
ENST00000520902.1	2434.0	8.551349115130259e-16
ENST00000519330.1	2280.0	2.577657141935828e-16
ENST00000499642.1	4166.0	1.1878670718101088e-16
ENST00000426810.5	1979.0	0.0
ENST00000490228.1	23.0	0.0
ENST00000521813.5	146.0	0.0
ENST00000520029.1	639.0	1.797520266628537e-17
ENST00000519289.1	2749.0	1.2122149503513963e-08
ENST00000521198.6	3106.0	1.0698109681129254e-08
ENST00000396596.2	3990.0	8.287118176270784e-09
ENST00000522398.5	2906.0	1.1451805127506543e-08
ENST00000520976.5	2283.0	1.467077033043442e-08
ENST00000345714.8	3855.0	8.582475188200468e-09
ENST00000523260.1	390.0	1.185014564203834e-28
ENST00000519561.5	1635.0	7.502439536040968e-19
ENST00000521889.5	398.0	9.29330715320526e-19
ENST00000390159.3	1617.0	7.585954632917258e-19
ENST00000422365.6	4896.0	1.0107718298267472e-16
ENST00000519987.5	265.0	0.0
ENST00000521386.5	5491.0	1.9053935755889127e-18
ENST00000520381.5	5682.0	5.364476123016667e-22
ENST00000288368.4	10550.0	2.3254078341929136e-19
ENST00000325233.3	2081.0	7.197611954888526e-19
ENST00000522354.1	315.0	3.90052666976062e-12
ENST00000528146.1	312.0	0.0
ENST00000260126.8	8876.0	9.119322172437863e-12
ENST00000465359.1	252.0	3.2890658791333777e-21
ENST00000473114.1	368.0	2.800547198935154e-24
ENST00000388742.8	3707.0	0.0
ENST00000645793.1	4054.0	0.0
ENST00000523987.4	1597.0	1.3164457299887289e-33
ENST00000521224.1	53.0	0.0
ENST00000276602.10	3068.0	2.2181325170597706e-08
ENST00000518695.2	3398.0	9.760129767244799e-09
ENST00000518961.1	3100.0	1.074650419953273e-08
ENST00000517664.1	3349.0	3.450540229592365e-32
ENST00000297354.6	3601.0	4.191131365798099e-24
ENST00000240285.9	3749.0	5.3384988504219614e-14
ENST00000521013.1	1167.0	0.0
ENST00000517604.1	1876.0	8.409455187315597e-11
ENST00000522695.5	2446.0	0.0
ENST00000521727.5	3753.0	0.0
ENST00000524104.5	1973.0	8.411198084805365e-20
ENST00000602840.5	2580.0	1.0447123480766704e-07
ENST00000518127.5	1743.0	9.436543650424914e-07
ENST00000622804.1	1776.0	9.829447253852946e-07
ENST00000520210.1	1251.0	1.2669977579361843e-06
ENST00000520242.5	1373.0	1.4189191384928877e-06
ENST00000519487.5	614.0	2.7594992210730583e-06
ENST00000284811.12	483.0	4.616706161848889e-06
ENST00000522337.5	616.0	2.947053533123076e-06
ENST00000523815.5	519.0	8.099376493162201e-06
ENST00000519082.5	434.0	6.728921317681456e-06
ENST00000518893.1	230.0	0.0
ENST00000522498.1	229.0	0.0
ENST00000522568.1	1124.0	0.0
ENST00000523860.5	573.0	5.306384890029645e-21
ENST00000467082.2	290.0	3.2319850256307837e-09
ENST00000523134.1	106.0	0.0
ENST00000458716.2	3412.0	0.0
ENST00000357039.8	4117.0	7.385374176041815e-22
ENST00000520730.1	78.0	0.0
ENST00000519833.5	521.0	7.078977702229444e-08
ENST00000263851.8	1876.0	2.3827363192333023e-07
ENST00000379113.6	1688.0	2.0539315802537637e-07
ENST00000541183.2	1820.0	1.870249903747451e-07
ENST00000518982.5	1740.0	1.8451033579241523e-07
ENST00000520269.5	256.0	1.9240083806374317e-07
ENST00000520215.5	200.0	2.295403777517328e-07
ENST00000520317.1	855.0	2.8602306822401933e-07
ENST00000639719.1	397.0	9.203437305582175e-08
ENST00000521323.1	383.0	4.44794531760449e-29
ENST00000502766.2	1926.0	4.1803095518764644e-11
ENST00000276585.8	650.0	5.056856886221184e-06
ENST00000519386.5	355.0	9.633456776854099e-06
ENST00000521434.5	385.0	3.228265599410885e-06
ENST00000521605.1	237.0	7.80834092570745e-07
ENST00000519120.1	203.0	1.964775843109973e-05
ENST00000520946.1	211.0	3.335978918621147e-06
ENST00000518271.1	287.0	1.273008443474267e-06
ENST00000518371.2	583.0	2.2804022593685049e-07
ENST00000522987.1	287.0	3.372021768212156e-07
ENST00000522938.5	1327.0	4.81945839831599e-07
ENST00000521561.1	370.0	6.633390518928907e-19
ENST00000523871.1	3566.0	9.355454726440492e-09
ENST00000479228.1	688.0	0.0
ENST00000478127.2	83.0	0.0
ENST00000517379.1	220.0	0.0
ENST00000522040.5	247.0	0.0
ENST00000464971.1	97.0	0.0
ENST00000521953.1	322.0	2.81578526016811e-17
ENST00000517466.1	160.0	7.51122792652833e-18
ENST00000256104.4	741.0	0.0
ENST00000256108.9	2490.0	0.0
ENST00000518183.5	491.0	0.0
ENST00000521313.1	755.0	3.039371699418902e-13
ENST00000509706.1	556.0	3.0089255475888318e-05
ENST00000523678.1	440.0	6.260318653743703e-29
ENST00000566000.1	1064.0	3.4377964332068326e-15
ENST00000256117.9	4842.0	4.681253914788483e-14
ENST00000518786.1	627.0	2.47758920033251e-32
ENST00000321764.3	3615.0	1.9011534165791048e-27
ENST00000549291.1	590.0	3.383781798612211e-13
ENST00000551479.1	85.0	0.0
ENST00000523953.5	2585.0	0.0
ENST00000520663.5	254.0	0.0
ENST00000517429.5	452.0	0.0
ENST00000615707.1	1090.0	0.0
ENST00000605109.2	1737.0	0.0
ENST00000519966.5	964.0	0.0
ENST00000523469.5	456.0	0.0
ENST00000522105.1	240.0	0.0
ENST00000517711.5	844.0	1.4533761006046876e-18
ENST00000521936.1	1269.0	3.809383827084635e-19
ENST00000504145.5	1372.0	0.0
ENST00000523859.1	496.0	3.867265249319321e-13
ENST00000519410.5	505.0	0.0
ENST00000519007.5	562.0	0.0
ENST00000517884.1	633.0	6.090102976013807e-14
ENST00000285419.7	2770.0	5.1692015270151946e-08
ENST00000520709.5	449.0	8.371133810183801e-08
ENST00000518359.5	667.0	1.9251264660874838e-07
ENST00000520014.1	638.0	3.9570086859446885e-07
ENST00000518869.1	641.0	3.9318800986688885e-07
ENST00000615618.1	3234.0	0.0
ENST00000520818.5	536.0	0.0
ENST00000522316.1	304.0	0.0
ENST00000518042.1	568.0	0.0
ENST00000521317.1	236.0	0.0
ENST00000519969.5	355.0	0.0
ENST00000519792.1	367.0	2.0012147065829775e-13
ENST00000521906.5	388.0	0.0
ENST00000452913.6	1084.0	3.191934451575705e-08
ENST00000518322.5	4041.0	1.6641070044210222e-08
ENST00000523577.5	2803.0	2.4347360425901664e-08
ENST00000359421.9	979.0	7.592302284269675e-08
ENST00000423990.6	714.0	4.9991526425116105e-08
ENST00000620645.1	814.0	9.364367233222725e-08
ENST00000518116.5	1743.0	1.939376547296393e-08
ENST00000517718.5	627.0	1.2693193986591895e-07
ENST00000521641.5	580.0	1.3926298997385007e-07
ENST00000519679.5	338.0	1.1616219854936735e-07
ENST00000520363.1	272.0	1.504046430872626e-07
ENST00000520562.1	739.0	1.6598766767861958e-18
ENST00000455946.5	543.0	0.0
ENST00000481620.1	1379.0	2.2049010456808068e-21
ENST00000520962.1	328.0	0.0
ENST00000521144.1	344.0	0.0
ENST00000465034.1	531.0	2.838733449182974e-23
ENST00000521080.5	6272.0	3.183083446590171e-14
ENST00000562760.1	1983.0	1.1053309335442792e-10
ENST00000414645.6	5997.0	1.7641094411592003e-16
ENST00000519353.5	140.0	0.0
ENST00000523731.5	4433.0	9.894648072491969e-12
ENST00000520509.5	3130.0	4.525681507726443e-08
ENST00000308108.8	2524.0	5.7235361608503885e-08
ENST00000396133.7	1161.0	1.391195547051383e-07
ENST00000524224.5	425.0	1.1656216968269471e-07
ENST00000523476.5	426.0	8.887764646313399e-08
ENST00000521809.5	392.0	9.777665198734318e-08
ENST00000521840.1	857.0	0.0
ENST00000518608.5	361.0	0.0
ENST00000286688.5	3134.0	6.370229978870054e-14
ENST00000519366.1	1925.0	8.366401762769892e-11
ENST00000287022.9	5375.0	7.428578330751198e-14
ENST00000518876.1	3768.0	1.3133372384289382e-16
ENST00000517309.5	4977.0	2.954310629115519e-13
